Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;;
A2XXCJLS58H1A7;972683275;J. Miller;[0, 0];"I have purchased this mount twice now - one for my bedroom TV, and one for my living room TV.  The bedroom TV is a 35\ LCD, and the TV in the living room is a 55\"" LED.  (Surprisingly enough, they both weigh 50 pounds...)  This mount works very well for both of them.  It's relatively simple to install - you just need to find a stud and screw the support in to it.  (I will admit that my bedroom TV has been attached not to a wall stud, but a jury-rigged support brace on a cabinet.  It's still there and attached after 6 months.)I will say that the joints in the arms are quite stiff - it can take a little muscle to move the TV.  But I think I prefer that - it certainly doesn't feel flimsy, and it stays wherever I put it.A tip for would-be purchasers: make sure your TV supports this mount.  You can usually find your compatible VESA patterns in your user's manual.  (Or a quick online search, perhaps.)  As I often say - when buying online, it pays to do your homework.""";5.0;If I had 3 TVs, I'd buy a 3rd;1376092800;08 10, 2013;;
A2XYWC3VW8EOU0;972683275;The Doll;[0, 0];"I've had my tv mounted for about 3+ months now. Installation was not done by me (I had a guy do it for me), and I also don't think I would've been able to do it myself. I used my own wall mounting screws because the ones provided were not suitable for the wall. Before purchasing, I verified that it could hold my tv, which is a 42&#34; and 42lb plasma. However, when it was mounted I was a bit apprehensive because the arm seemed to droop a bit under the weight. The good news is that it hasn't fallen off the wall as yet!!!! I do plan to invest in a brand that's more sturdy though. All in all, I don't trust how it looks. I've been monitoring the wall-mounted plate everyday to make sure it's not starting to come out, and it really hasn't moved. I'm just not comfortable with how it appears and I've decided to not push back or pull forward at all. I just swivel it left or right. It's really great for studio apartment use because I'm able to watch/twist it to any part of the room I'm in. That's about the only positive...plus it was cheap, so you do get what you pay for!";2.0;You get what you pay for.;1389744000;01 15, 2014;;
A2Y4H3PXB07WQI;972683275;Richard S. Sims;[0, 0];"I have a 26\ LCD monitor mounted on unit.Seems sturdy enough, would prefer a more fluid motion and a way to adjust the pivot of the screen without tools.  As it is I keep it loose and it is reasonbly adjustable.For the price I certanily can't complain and would recommend this unit.""";4.0;Works as advertised.;1292457600;12 16, 2010;;
A2YF3QW52PBL3C;972683275;Mat;[1, 2];;5.0;"Works perfectly for 400 x 200 VESA mount Hiteker 37\ TV to wood paneled wall.""";1357776000;01 10, 2013;;
A2YIXN1SNPWV0A;972683275;eBaycustomer;[0, 0];Easy to install and great price.  Gave it a four due to the quality not being the best but for the price what don you expect.;4.0;Great price!;1341360000;07 4, 2012;;
A2YJHOCQJJCD6L;972683275;Gregory Pier;[0, 0];It works as indicated, but the quality of the hardware leaves a lot to be desired.  The bolts and screws are not made of a good grade steel and strip easily.  Also there's only one screw that controls the tilt of the tv, and because it's hard to reach and hard to use since it strips so easily, you're kind of left with a cock-eyed installation.;3.0;Get what you pay for?;1361750400;02 25, 2013;;
A2YO6DRFFWB5D2;972683275;Paul Dexter;[1, 1];"Been using this for at least a month now.  Using on a 32&#34; so it does a full 90 degree angle.  Most of the time is just sits like that, so the mount is definitely strong enough.  And it folds too if I just want the tv against the wall.  Definitely worth the cash.";5.0;Great Deal!;1374192000;07 19, 2013;;
A2YW1PZEMN81Q9;972683275;Reggie Dennery;[0, 0];The TV I have has very odd mounting holes. It is 200mm x 214mm. Not the standard for TV mounts. This one was well adjustable and able to fit my television. Great product;5.0;NA;1378339200;09 5, 2013;;
A2YYH2I9S9TUCM;972683275;Barbara B.;[0, 0];and these mounts are the best....I have friends with different types and when they see what I have they wished that they had bought this type instead.....it is solid, and I have all angles........I mounted it on a sturdy board and then to the wall as I live in a log home....;5.0;I have two now..........;1379203200;09 15, 2013;;
A2ZBW1GVAXYGNI;972683275;akebia;[0, 1];It probably would have been good, but the wrong item was sent to me.....and I ended up having to go to a local retailer and purchase another one that would work....the installer was not gonna be able to come.back.for several weeks and if they came back I would have had to pay another trip charge.Therefore I wasn't able to use the mounting support that was sent and there is too much involved to sending it back....Probably will not order items this way again....;1.0;sent the wrong order.....;1359504000;01 30, 2013;;
A2ZCB2NHYA4GL6;972683275;Rokvox;[0, 0];"Purchased this as an Xmas gift in order to mount a 32\ Dynex TV, which was also a gift. If you've done any research whatsoever, you'll first note that mounts such as these are at least $100+ in stores like Best Buy, PC Richards and more. So, with that said even though I was looking for a better deal, I must admit I was a little nervous about this purchase. WELL, nerves were immediately settled when I finally got the item. Everything was shipped very well and upon opening the box for the actual mount (it was even double boxed for shipping!), I found all items to be in tact. The product was brand new with no signs of rust or chipping, as some have experienced with other mounts. I found the hardware for the lightweight Dynex 32\"" TV to be more than adequate for mounting and the process OF mounting took all of about 15-20 minutes. Included in the package was a small level and also an HDMI cable which has been working just fine for our son who has used it to hook up his Playstation 3. BOTTOM LINE: You will NOT be disappointed and it is more than worth the price.""";5.0;TV Wall Mount by VideoSecu;1326067200;01 9, 2012;;
A2ZDMIP49N36UJ;972683275;"Russell Lekberg \R. Lekberg\""""";[0, 0];"If I need to order another, this will be the one.  I used this to mount a TV to the wall in my basement and it allows me to pull the tv out from the wall and turn it towards my desk so I can watch TV while working on the PC, nearly a 90 degree angle.  My TV is only a 32&#34; and I could see that this would work up to a 40&#34; or so, but if you don't need to turn the TV 90 degrees, you could get by with a larger TV.";5.0;Easy install, great price;1362873600;03 10, 2013;;
A2ZMEHV9S4FXV5;972683275;venividivici;[14, 19];"If less money had been spent on packaging and more on quality, it might be a good product.The product was double-boxed.  The included level was broken. I would prefer to use my own level and have good hardware instead of junk on both counts.  One of the pivots on the arm was so badly rusted out of the box it seemed to compromise the whole system.  Despite 6 huge lag screws and strong arms, the joints are not strong enough to keep the mount level as it extends and articulates.  Each time I moved it it had to be re-adjusted to be level.  The hardware had to be tightened so much to keep it from wobbling, it made moving it very difficult.  I used a 26\ tv.The whole thing went back in the box for a refund.""";1.0;Junk, sags, wobbles, crooked, Rusted;1307577600;06 9, 2011;;
A2ZSAJ28QS6Z68;972683275;Amazon Customer;[0, 0];This is a really nice wall mount. My son had no problem mounting it for me. He liked it so much that his sister bought him one for Christmas. Great to have the TV on the wall with no grandkids standing in front of it.;5.0;Easy installation;1357257600;01 4, 2013;;
A2ZSX2UA4ATWEM;972683275;Richard Elwell;[0, 0];The TV mount was very easy to adapt to the flat screen TV.  The instructions for assembly were clear and straight forward.  It came with more than enough mounting screws to fit any TV.  Easy to move after the TV was mounted and stays level in any position.;5.0;Exceptional Value & Quality;1390003200;01 18, 2014;;
A3016VOUFGS4HZ;972683275;S. Emery;[0, 0];"We bought this for our flat screen in the playroom. Really can't beat the price on it. Very sturdy and not too difficult for my husband to install. Glad we purchased it. I was a little worried that it wasn't going to be sturdy enough or would not be compatible with the TV, but it works great! We have a 42&#34; and this works great.";5.0;Love it, works perfect, great price!;1356652800;12 28, 2012;;
A30F26L0LWNE9I;972683275;Helen;[0, 0];"love it, it works just great holds a 32\ t. v. no problem.like the idea that you can move this to different angels.""";5.0;t v mount;1336089600;05 4, 2012;;
A30IEZ3Y1GC6D7;972683275;jay;[0, 0];this is a great purchase I recommend it to anyone looking for a wall mount.... I do recommend that you pick up all the proper tools first but after that its a breeze;4.0;great product;1377388800;08 25, 2013;;
A3130BH1Z7OPD2;972683275;Bob Warner;[1, 1];"UH , WON'T  Work For All Sets .........Mostly made for  24 &#34; ..........Gave mine to GOODWILL........SO  , No Free Lunches";3.0;Arm;1354147200;11 29, 2012;;
A317RWPY08I5QX;972683275;King Nguyen;[0, 0];"Good wall mount. Sturdy and does what it is supposed to do. In fact, it even held a larger TV than what it was listed as capable of holding. I believe I mounted a 42&#34; television with this one. Not a flat-flat one either. I mounted an older heavy thick one.";5.0;Very good tv mount;1383523200;11 4, 2013;;
A31FNBHNC19QX6;972683275;James M. Gillentine;[0, 0];"I just got this and a new 40&#34; tv.  Installed it in 20 min.  Easy and strong.  Great buy!!!  Highly recommend this tv wall mount.";5.0;Easy install, strong moving arm.  Great buy!;1388620800;01 2, 2014;;
A31KBWBVXWUCSR;972683275;Earl F. Wagner;[3, 4];less than half as much as one at Walmart. I mounted a 32 inch flat screen tv on it and it is perfect.;5.0;top quality;1288310400;10 29, 2010;;
A31MYGQGYGVBYH;972683275;Velho;[0, 0];This is a great product, well-designed, easy to mount, easy to adjust. I bought this to put a new Samsung 28 flatscreen in my wife's office. With her help, we got everything done in about a half hour or so. The mount is excellent. It adjusts in every way, adjustments are easy to make and everything stays in place once adjusted. The great thing about this unit is that everything is included in the box--screws for the back of the TV, lag bolts to screw into a stud wall, even a small wrench to make the tilt and leveling adjustments. Very high quality product. Buyers should note that an electric drill, drill bit, Phillips screwdriver, and ideally a 1/2 inch rachet socket (a 1/2 inch box-end or open-end wrench would do) are needed, things that some households might not have in their toolbox. I recommend the product...but one must have the appropriate tools.;5.0;Excellent Product;1354406400;12 2, 2012;;
